V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-5.775064699902305,-0.051406588159436925,-0.03281268509931853,0.04442534640561423,0.011500649868447906,-0.10958571485285207,0.035615142894891524,-0.056519594556500116,-0.05367243656999024,-0.05641624747887758
-5.669836554695722,-0.016330539757242787,0.002263363302875604,0.00934929800342009,-0.023575398533746225,-0.004357569646269668,-0.06961300231169087,-0.02144354615430598,0.05155570863659215,0.04881189772770481
-5.606142231959764,0.01905519509606904,0.009340510273537966,0.07304362073938137,-0.0872697212697075,-0.025589010558256766,-0.0059186795757296,-0.056829281007617805,-0.01213861409936913,0.11250622046366608
-5.735310386941882,0.03079775463989843,-0.002402049270291421,-0.009154296067424366,0.04189843371241578,-0.01384645101442738,-0.01766123911955899,0.02536863579918793,0.0700593027074366,-0.016661934518457183
-5.680897870724801,0.08521027085698009,0.052010466946790235,-0.06356681228450603,-0.012514082504665881,-0.06825896723150904,-0.07207375533664065,0.07978115201626959,0.01564678649035494,-0.07107445073553884
-5.680897870724801,0.08521027085698009,0.052010466946790235,-0.06356681228450603,-0.012514082504665881,-0.06825896723150904,-0.07207375533664065,0.07978115201626959,0.01564678649035494,-0.07107445073553884
-5.7879608154196145,0.049522622625375705,-0.05505247774802296,0.04349613241030716,0.09454886219014731,-0.03257131899990464,0.034989189358172544,-0.027281792678543602,-0.020040861741249458,-0.03538680250393444
-5.7879608154196145,0.049522622625375705,-0.05505247774802296,0.04349613241030716,0.09454886219014731,-0.03257131899990464,0.034989189358172544,-0.027281792678543602,-0.020040861741249458,-0.03538680250393444
-5.866105152753008,-0.028621714708014646,-0.06621595450993586,-0.03464820492308319,0.016404524856756954,9.191112858340823e-4,-0.04315514797521781,0.028535591131020936,-0.05353129202698818,0.042757534829455913
-5.761378140741783,0.046183293871431705,0.008589054069510476,-0.13937521693430807,0.0014435231408676877,-0.014041890430055187,0.0017278571724499946,-0.01634741401664687,0.05119571998423671,-0.06196947718176897
-5.761378140741783,0.046183293871431705,0.008589054069510476,-0.13937521693430807,0.0014435231408676877,-0.014041890430055187,0.0017278571724499946,-0.01634741401664687,0.05119571998423671,-0.06196947718176897
-5.761378140741783,0.046183293871431705,0.008589054069510476,-0.13937521693430807,0.0014435231408676877,-0.014041890430055187,0.0017278571724499946,-0.01634741401664687,0.05119571998423671,-0.06196947718176897
-5.855812713919931,0.03850337376357512,-0.007055227631678537,-0.09272681331621714,-0.00196977468484628,-0.02627287430553018,-0.0739335779642098,0.07808715916143957,-0.04323885319385013,0.03246509599631787
-5.880874626424925,0.013441461258582628,0.018006684873313958,-0.06766490081122463,-0.027031687189838775,-0.05133478681052267,-0.0488716654592173,0.053025246656447075,-0.01817694068885764,0.05752700850131036
-5.9028872718955085,0.035454106729165984,0.04001933034389732,-0.08967754628180799,-0.0050190417192554175,-0.07334743228110603,-0.07088431092980066,0.031012601185863718,-0.040189586159441,0.035514363030727
-5.9028872718955085,0.035454106729165984,0.04001933034389732,-0.08967754628180799,-0.0050190417192554175,-0.07334743228110603,-0.07088431092980066,0.031012601185863718,-0.040189586159441,0.035514363030727
-5.754522293783042,-0.005009069119687329,0.026531605060946213,0.058687431830654155,-0.01850676700220652,0.021066644699551704,0.023529766050857076,-0.06340147579479402,0.027249040255314515,0.022026637747775885
-5.694578925829697,-0.06495243707303239,-0.033411762892398854,0.11863079978399922,-0.01850676700220652,0.08101001265289677,0.023529766050857076,-0.003458107841448954,-0.03269432769803055,-0.03791673020556918
-5.636271928286296,-0.006645439529630738,0.024895234651002796,0.06032380224059757,0.03980023054119513,0.02270301510949512,-0.03477723149254457,0.054848889701952695,-0.0910013252414322,0.020390267337832467
-5.636271928286296,-0.006645439529630738,0.024895234651002796,0.06032380224059757,0.03980023054119513,0.02270301510949512,-0.03477723149254457,0.054848889701952695,-0.0910013252414322,0.020390267337832467
-5.674733143385301,-0.04510665462863557,0.06335644975000762,0.02186258714159274,0.07826144564019996,0.06116423020849995,0.003683983606460259,0.016387674602947863,-0.05254011014242737,0.0588514824368373
-5.778670036352652,0.05883023833871614,-0.04058044321734409,-0.012783043847524496,0.043615814651082725,-0.042772662758851755,-0.030961647382656977,0.0510333055920651,0.05139678282492434,0.09349711342595454
-5.8541183706366215,-0.016618095945254575,0.034867891066626626,-0.031645127418517174,0.04361581465108273,0.01381358795412627,0.04448668690131373,-0.024415028691905614,0.01367261568293899,0.01804877914198385
-5.8368175958910475,6.826788003194972e-4,0.017567116321052553,-0.04894590216409125,0.02631503990550866,-0.003487186791447803,0.027185912155739657,-0.04171580343747969,-0.0036281590626350835,7.480043964097766e-4
-5.8368175958910475,6.826788003194972e-4,0.017567116321052553,-0.04894590216409125,0.02631503990550866,-0.003487186791447803,0.027185912155739657,-0.04171580343747969,-0.0036281590626350835,7.480043964097766e-4
-5.8368175958910475,6.826788003194972e-4,0.017567116321052553,-0.04894590216409125,0.02631503990550866,-0.003487186791447803,0.027185912155739657,-0.04171580343747969,-0.0036281590626350835,7.480043964097766e-4
-5.945719831427668,0.02564697864094236,-0.09133511921557723,0.05995633337253909,-0.024698964116633713,0.0033870407008976134,0.015246464405876521,-0.06740370617203363,0.06692312309564695,-0.1059834224584265
-5.8485038297898315,-0.07156902299688428,-0.010321784517388397,0.02755099949326357,0.07251703752119291,-0.023617404198498688,0.047651798285152064,-0.01879570535312033,-0.03029287854217969,-0.008767420820599902
-5.877878694713573,-0.042194158073142765,0.01905308040635312,0.05692586441700509,0.0431421725974514,0.00575746072524283,0.018276933361410546,-0.04817057027686185,-0.05966774346592121,-0.03814228574434142
-5.77826861382203,0.05741592281839897,0.11866316129789485,-0.04268421647453664,0.10954889319181255,0.07216418131960399,0.05148029365859112,-0.014967209979681272,0.03994233742562053,-0.07134564604152199
-5.77826861382203,0.05741592281839897,0.11866316129789485,-0.04268421647453664,0.10954889319181255,0.07216418131960399,0.05148029365859112,-0.014967209979681272,0.03994233742562053,-0.07134564604152199
-5.77826861382203,0.05741592281839897,0.11866316129789485,-0.04268421647453664,0.10954889319181255,0.07216418131960399,0.05148029365859112,-0.014967209979681272,0.03994233742562053,-0.07134564604152199
-5.77826861382203,0.05741592281839897,0.11866316129789485,-0.04268421647453664,0.10954889319181255,0.07216418131960399,0.05148029365859112,-0.014967209979681272,0.03994233742562053,-0.07134564604152199
-5.77826861382203,0.05741592281839897,0.11866316129789485,-0.04268421647453664,0.10954889319181255,0.07216418131960399,0.05148029365859112,-0.014967209979681272,0.03994233742562053,-0.07134564604152199
-5.649464110066138,-0.055616600885769356,-0.010141342458017753,0.002003060338739207,-0.019255610564100085,0.04850621124198738,-0.07732421009732159,0.034977393517509385,-0.06783285959463298,0.057458857714390736
-5.695658754345605,-0.009421956606300427,-0.05633598673748668,0.04819770461820814,-0.06545025484356902,0.06390442600181036,-0.06192599533749861,-0.011217250761959546,-0.05243464483481,0.011264213434921807
-5.825507330533175,-0.009421956606300429,-0.056335986737486674,0.048197704618208145,-0.06545025484356902,0.06390442600181036,0.06792258085007087,-0.011217250761959549,0.07741393135275948,0.011264213434921802
-5.867246958884353,0.032317671744877194,-0.014596358386309039,0.015733549233958873,-0.023710626492391383,0.031440270617561085,0.10966220920124845,0.030522377589218073,0.035674303001581864,-0.03047541491625582
-5.867246958884353,0.032317671744877194,-0.014596358386309039,0.015733549233958873,-0.023710626492391383,0.031440270617561085,0.10966220920124845,0.030522377589218073,0.035674303001581864,-0.03047541491625582
-5.867246958884353,0.032317671744877194,-0.014596358386309039,0.015733549233958873,-0.023710626492391383,0.031440270617561085,0.10966220920124845,0.030522377589218073,0.035674303001581864,-0.03047541491625582
-5.867246958884353,0.032317671744877194,-0.014596358386309039,0.015733549233958873,-0.023710626492391383,0.031440270617561085,0.10966220920124845,0.030522377589218073,0.035674303001581864,-0.03047541491625582
