"","V1","V2"
"1",4.18041102827271,5.19777004182717
"2",4.18041102827271,5.19777004182717
"3",1.76800519142169,3.03215609012214
"4",5.04461553627071,3.50254106296153
"5",5.25988265096554,1.45389971900114
"6",5.25988265096554,1.45389971900114
"7",4.93453327641172,1.35540597976203
"8",4.93453327641172,1.35540597976203
"9",0.188370364643593,0.141831001467122
"10",0.188370364643593,0.141831001467122
"11",0.188370364643593,0.141831001467122
"12",-2.22961549426143,-0.296921710325298
"13",-2.22961549426143,-0.296921710325298
"14",-2.04255136475942,0.01747709488661
"15",-2.04255136475942,0.01747709488661
"16",-3.56461074630471,0.0674398472468579
"17",-3.56461074630471,0.0674398472468579
"18",-3.56461074630471,0.0674398472468579
"19",-2.10416700791377,0.23574781304388
"20",-0.90293859368163,-0.327708517750324
"21",-0.869461324907992,-0.239395237002897
"22",-0.869461324907992,-0.239395237002897
"23",-0.694866607560121,-0.13225221531802
"24",-0.77931648941092,-0.691540322070815
"25",-0.77931648941092,-0.691540322070815
"26",-1.23654550882579,0.688266417115683
"27",-1.36806099197617,0.0141307298965548
"28",-0.498766203190306,0.271032765577935
"29",-0.498766203190306,0.271032765577935
"30",-0.498766203190306,0.271032765577935
"31",-0.498766203190306,0.271032765577935
"32",-0.498766203190306,0.271032765577935
"33",0.362863273564666,0.133992419866379
"34",-0.0792802103732939,0.166584397570628
"35",-0.0792802103732939,0.166584397570628
"36",-0.0792802103732939,0.166584397570628
"37",-0.0792802103732939,0.166584397570628
"38",-0.0792802103732939,0.166584397570628
"39",-1.84321145581543,0.00152953422926766
"40",-2.17258991621983,-0.0494728882743198
"41",0.222551675031786,0.0947957520522227
"42",-0.741752374523563,1.1151483901803
"43",-0.741752374523563,1.1151483901803
"44",-0.741752374523563,1.1151483901803
"45",-0.275694564164655,0.886392205865301
"46",-0.275694564164655,0.886392205865301
"47",-0.275694564164655,0.886392205865301
"48",0.279011677253679,1.3599554167427
"49",1.32369344837941,0.517499836108818
"50",1.32369344837941,0.517499836108818
"51",1.69077634673495,-0.88628056123167
"52",2.58688760231652,2.58683326514724
"53",2.58688760231652,2.58683326514724
"54",3.05163397453652,1.87974511425018
"55",3.05163397453652,1.87974511425018
"56",3.05163397453652,1.87974511425018
"57",-0.064803524954688,-1.36131737023057
"58",-0.064803524954688,-1.36131737023057
"59",-0.064803524954688,-1.36131737023057
"60",-0.064803524954688,-1.36131737023057
"61",-0.064803524954688,-1.36131737023057
"62",-0.064803524954688,-1.36131737023057
"63",1.42468343057209,-1.29484798923317
"64",1.42468343057209,-1.29484798923317
"65",1.42468343057209,-1.29484798923317
"66",1.42468343057209,-1.29484798923317
"67",0.951632427073048,-0.748712384292163
"68",0.951632427073048,-0.748712384292163
"69",-1.70976135678726,0.0999066841642818
"70",-1.70976135678726,0.0999066841642818
"71",-0.232658961934886,-0.358803666560181
"72",-0.232658961934886,-0.358803666560181
"73",-0.232658961934886,-0.358803666560181
"74",-0.396775360180678,-0.231072144679984
"75",-0.056107558859888,-0.940160125887457
"76",-0.0792583039359612,-0.766230913452231
"77",-0.0792583039359612,-0.766230913452231
"78",1.1614956091606,-1.47352524110965
"79",1.1614956091606,-1.47352524110965
"80",1.23885243305258,-0.300451785706723
"81",1.23885243305258,-0.300451785706723
